Date,Open*,High,Low,Close**,Volume,Market Cap
"Aug 31, 2017",2.33,2.41,2.20,2.20,"20,214,800","220,379,000"
"Aug 30, 2017",2.28,2.37,2.09,2.35,"24,830,000","235,005,000"
"Aug 29, 2017",2.11,2.33,1.99,2.33,"20,372,000","232,758,000"
"Aug 28, 2017",2.02,2.17,1.96,2.04,"15,413,900","204,290,000"
"Aug 27, 2017",2.18,2.31,1.86,2.01,"17,214,900","200,519,000"
"Aug 26, 2017",2.53,2.54,1.96,2.17,"26,690,700","216,936,000"
"Aug 25, 2017",2.39,2.73,2.39,2.50,"49,977,600","249,687,000"
"Aug 24, 2017",2.63,2.66,2.28,2.38,"45,080,400","237,932,000"
"Aug 23, 2017",2.47,2.96,2.47,2.58,"64,925,100","258,043,000"
"Aug 22, 2017",2.72,2.72,2.22,2.49,"52,091,300","248,527,000"
"Aug 21, 2017",2.43,2.91,2.43,2.70,"72,000,600","270,111,000"
"Aug 20, 2017",2.11,2.69,2.08,2.50,"65,350,400","250,258,000"
"Aug 19, 2017",2.33,2.33,1.82,2.09,"43,391,300","209,337,000"
"Aug 18, 2017",1.93,2.75,1.89,2.38,"69,048,000","238,400,000"
"Aug 17, 2017",1.44,2.11,1.32,1.97,"61,296,500","196,715,000"
"Aug 16, 2017",1.12,1.45,1.08,1.44,"31,363,100","143,724,000"
"Aug 15, 2017",1.33,1.38,0.923372,1.06,"19,824,400","105,655,000"
"Aug 14, 2017",0.872918,1.46,0.735764,1.30,"51,698,100","129,557,000"
"Aug 13, 2017",0.445990,1.02,0.445990,0.876828,"13,852,100","87,682,800"
"Aug 12, 2017",0.392193,0.475992,0.337589,0.446365,"5,080,760","44,636,500"
"Aug 11, 2017",0.348785,0.409654,0.311067,0.392572,"4,413,920","39,257,200"
"Aug 10, 2017",0.251827,0.349976,0.245052,0.349079,"4,118,070","34,907,900"
"Aug 09, 2017",0.224748,0.260625,0.222158,0.242912,"3,075,320","24,291,200"
"Aug 08, 2017",0.148998,0.226925,0.147766,0.224421,"2,617,340","22,442,100"
"Aug 07, 2017",0.133958,0.149765,0.133300,0.148848,"748,177","14,884,800"
"Aug 06, 2017",0.129293,0.132988,0.127380,0.130999,"393,681","13,099,900"
"Aug 05, 2017",0.107418,0.144653,0.107070,0.128871,"542,878","12,887,100"
"Aug 04, 2017",0.106685,0.107756,0.102699,0.107494,"287,621","10,749,400"
"Aug 03, 2017",0.100328,0.106978,0.099120,0.106642,"293,008","10,664,200"
"Aug 02, 2017",0.099721,0.101211,0.097361,0.100452,"256,793","10,045,200"
"Aug 01, 2017",0.104595,0.106266,0.096109,0.099867,"300,413","9,986,680"
