Date,Open*,High,Low,Close**,Volume,Market Cap
"Mar 31, 2018",10.39,11.39,10.29,11.06,"89,256,304","1,094,688,883"
"Mar 30, 2018",10.17,10.75,9.74,10.35,"75,551,600","1,024,834,506"
"Mar 29, 2018",11.70,11.73,10.17,10.20,"81,352,096","1,009,556,645"
"Mar 28, 2018",11.52,12.25,11.39,11.64,"92,931,200","1,152,562,566"
"Mar 27, 2018",12.12,12.23,10.88,11.51,"102,579,000","1,139,482,816"
"Mar 26, 2018",12.91,12.91,10.96,12.06,"132,353,000","1,194,247,460"
"Mar 25, 2018",13.14,14.23,12.57,12.78,"189,518,000","1,265,705,863"
"Mar 24, 2018",11.71,14.84,11.60,13.09,"255,358,000","1,296,004,147"
"Mar 23, 2018",10.05,11.98,9.54,11.74,"157,246,000","1,162,186,726"
"Mar 22, 2018",10.03,10.91,9.57,10.07,"112,305,000","996,704,628"
"Mar 21, 2018",9.17,10.29,9.08,9.98,"131,761,000","988,357,748"
"Mar 20, 2018",8.99,9.24,8.66,9.16,"96,919,504","907,060,323"
"Mar 19, 2018",9.09,9.26,8.50,8.99,"97,938,896","890,407,158"
"Mar 18, 2018",8.96,8.96,7.86,8.95,"94,840,304","886,358,476"
"Mar 17, 2018",9.20,9.50,8.66,8.99,"94,679,904","889,912,088"
"Mar 16, 2018",9.13,9.39,8.64,9.11,"97,626,000","902,148,238"
"Mar 15, 2018",8.94,9.40,8.42,9.10,"104,531,000","900,936,307"
"Mar 14, 2018",10.13,10.67,8.55,8.96,"124,112,000","887,087,219"
"Mar 13, 2018",8.00,11.00,7.90,10.12,"216,111,008","1,001,546,413"
"Mar 12, 2018",8.30,8.55,7.74,8.04,"51,188,100","796,000,280"
"Mar 11, 2018",7.65,8.42,7.38,8.27,"45,451,700","819,081,433"
"Mar 10, 2018",8.27,8.35,7.63,7.67,"41,645,000","759,601,743"
"Mar 09, 2018",8.26,8.33,7.17,8.31,"46,893,300","823,110,313"
"Mar 08, 2018",9.04,9.14,8.12,8.31,"48,535,100","822,849,906"
"Mar 07, 2018",9.40,10.13,8.24,9.03,"79,740,800","894,579,608"
"Mar 06, 2018",10.15,10.15,9.15,9.38,"38,182,600","929,185,001"
"Mar 05, 2018",10.40,10.44,10.10,10.11,"38,605,100","1,001,081,047"
"Mar 04, 2018",10.21,10.39,9.90,10.35,"37,886,900","1,024,606,773"
"Mar 03, 2018",10.29,10.45,10.13,10.22,"40,001,900","1,011,715,151"
"Mar 02, 2018",10.46,10.54,10.14,10.22,"46,449,100","1,012,398,347"
"Mar 01, 2018",10.45,10.67,10.33,10.51,"72,474,200","1,040,607,436"
