Date,Open*,High,Low,Close**,Volume,Market Cap
"May 31, 2020",17.74,18.11,16.92,17.04,"306,613,468","2,650,418,986"
"May 30, 2020",17.04,17.76,16.96,17.74,"330,991,078","2,759,752,874"
"May 29, 2020",17.08,17.23,16.72,17.04,"302,410,995","2,650,598,907"
"May 28, 2020",16.50,17.12,16.47,17.06,"307,231,707","2,653,353,544"
"May 27, 2020",16.21,16.56,16.18,16.49,"289,787,288","2,565,311,105"
"May 26, 2020",16.41,16.49,16.05,16.21,"264,787,793","2,521,646,463"
"May 25, 2020",16.07,16.42,15.96,16.40,"295,250,983","2,550,943,106"
"May 24, 2020",16.58,16.79,16.08,16.08,"250,849,075","2,501,565,035"
"May 23, 2020",16.63,16.83,16.36,16.59,"281,071,630","2,580,073,085"
"May 22, 2020",16.13,16.85,15.98,16.64,"308,017,283","2,588,067,684"
"May 21, 2020",16.89,17.04,15.79,16.12,"283,593,221","2,507,622,080"
"May 20, 2020",17.14,17.32,16.66,16.89,"305,581,860","2,626,708,056"
"May 19, 2020",16.64,17.15,16.37,17.15,"351,679,092","2,668,180,081"
"May 18, 2020",16.32,16.84,16.28,16.64,"337,613,743","2,587,549,865"
"May 17, 2020",16.03,16.48,16.03,16.31,"329,675,187","2,537,526,373"
"May 16, 2020",15.75,16.23,15.65,16.05,"339,913,391","2,496,641,247"
"May 15, 2020",16.35,16.45,15.65,15.75,"340,889,408","2,450,383,625"
"May 14, 2020",16.14,16.54,15.92,16.36,"388,231,861","2,544,238,407"
"May 13, 2020",15.74,16.25,15.72,16.14,"359,517,914","2,510,187,961"
"May 12, 2020",15.12,16.16,14.99,15.74,"394,508,013","2,448,311,765"
"May 11, 2020",15.34,15.49,14.28,15.10,"404,659,513","2,348,222,492"
"May 10, 2020",16.94,16.94,14.72,15.30,"436,166,815","2,379,038,126"
"May 09, 2020",17.22,17.48,16.89,16.94,"365,221,789","2,634,163,527"
"May 08, 2020",17.02,17.44,16.91,17.24,"382,131,707","2,681,682,517"
"May 07, 2020",16.66,17.29,16.35,17.01,"414,976,837","2,646,177,022"
"May 06, 2020",16.91,17.16,16.66,16.66,"364,717,662","2,590,782,069"
"May 05, 2020",17.09,17.32,16.73,16.92,"358,987,881","2,631,646,244"
"May 04, 2020",17.14,17.36,16.46,17.10,"390,548,947","2,659,795,202"
"May 03, 2020",17.58,17.80,17.03,17.13,"381,109,061","2,663,768,293"
"May 02, 2020",17.55,17.63,17.41,17.58,"393,955,300","2,735,098,062"
"May 01, 2020",17.05,17.89,17.03,17.56,"453,439,052","2,732,001,168"
