Date,Open*,High,Low,Close**,Volume,Market Cap
"Jan 31, 2019",6.17,6.33,6.03,6.27,"52,240,451","809,728,264"
"Jan 30, 2019",6.17,6.22,6.06,6.17,"41,310,644","797,597,771"
"Jan 29, 2019",6.22,6.31,6.06,6.18,"49,291,811","798,520,266"
"Jan 28, 2019",7.09,7.19,6.11,6.21,"82,427,200","801,686,639"
"Jan 27, 2019",7.00,7.25,6.86,7.09,"52,872,347","915,621,569"
"Jan 26, 2019",6.75,7.04,6.69,7.01,"48,498,979","905,076,469"
"Jan 25, 2019",6.51,6.80,6.51,6.74,"43,731,936","870,297,268"
"Jan 24, 2019",6.53,6.54,6.47,6.51,"26,614,401","840,388,816"
"Jan 23, 2019",6.53,6.57,6.44,6.54,"33,083,575","844,988,795"
"Jan 22, 2019",6.54,6.57,6.38,6.52,"31,986,617","842,637,433"
"Jan 21, 2019",6.51,6.58,6.42,6.55,"36,321,046","846,490,209"
"Jan 20, 2019",6.65,6.73,6.38,6.49,"49,479,090","838,848,751"
"Jan 19, 2019",6.57,6.73,6.36,6.64,"46,981,638","857,137,442"
"Jan 18, 2019",6.41,6.69,6.34,6.56,"43,105,423","847,783,881"
"Jan 17, 2019",6.17,6.42,6.08,6.42,"36,306,127","829,026,635"
"Jan 16, 2019",5.92,6.25,5.90,6.19,"35,059,223","799,081,409"
"Jan 15, 2019",6.16,6.16,5.82,5.92,"25,427,436","774,207,426"
"Jan 14, 2019",5.58,6.16,5.57,6.16,"43,109,288","805,629,865"
"Jan 13, 2019",5.97,6.00,5.49,5.57,"26,590,183","728,389,539"
"Jan 12, 2019",6.09,6.09,5.93,5.98,"32,654,874","781,782,829"
"Jan 11, 2019",5.97,6.24,5.84,6.08,"50,239,804","794,650,511"
"Jan 10, 2019",6.61,6.68,5.80,5.92,"75,844,882","773,798,122"
"Jan 09, 2019",6.66,6.97,6.47,6.64,"74,676,974","868,710,100"
"Jan 08, 2019",6.30,6.91,6.24,6.64,"65,660,517","868,514,466"
"Jan 07, 2019",6.43,6.43,6.23,6.29,"37,914,513","822,912,212"
"Jan 06, 2019",6.07,6.50,6.03,6.40,"41,574,183","836,589,632"
"Jan 05, 2019",6.06,6.20,6.03,6.07,"30,340,637","793,368,779"
"Jan 04, 2019",5.90,6.07,5.86,6.07,"29,311,136","793,315,820"
"Jan 03, 2019",6.17,6.18,5.90,5.90,"22,821,639","772,178,241"
"Jan 02, 2019",6.09,6.21,5.95,6.19,"30,308,610","809,466,354"
"Jan 01, 2019",6.19,6.19,5.89,6.08,"23,891,162","794,641,454"
