Date,Open*,High,Low,Close**,Volume,Market Cap
"Sep 30, 2020",229.21,230.77,225.99,228.10,"1,055,011,384","4,227,206,209"
"Sep 29, 2020",226.17,229.83,225.35,229.24,"1,071,794,544","4,248,032,829"
"Sep 28, 2020",229.07,233.88,226.20,226.35,"1,422,003,212","4,194,378,971"
"Sep 27, 2020",221.87,230.15,217.62,229.07,"1,130,247,800","4,244,636,263"
"Sep 26, 2020",216.82,223.69,214.18,221.88,"936,709,143","4,111,073,238"
"Sep 25, 2020",216.70,218.18,211.65,216.66,"923,925,188","4,014,185,755"
"Sep 24, 2020",208.18,217.88,207.21,216.69,"974,113,730","4,014,628,842"
"Sep 23, 2020",220.17,220.22,205.66,208.17,"955,711,724","3,856,444,948"
"Sep 22, 2020",213.50,220.09,211.99,220.03,"987,166,460","4,076,131,184"
"Sep 21, 2020",226.65,228.90,211.03,213.52,"1,708,443,759","3,955,180,105"
"Sep 20, 2020",233.64,233.76,223.33,226.42,"1,665,443,818","4,193,940,565"
"Sep 19, 2020",234.09,237.23,232.29,233.63,"1,761,438,254","4,327,324,184"
"Sep 18, 2020",233.17,238.99,231.53,234.21,"1,967,062,407","4,337,851,407"
"Sep 17, 2020",231.59,239.28,230.60,233.17,"2,356,975,266","4,318,353,227"
"Sep 16, 2020",235.74,236.00,227.80,231.77,"2,513,150,071","4,292,296,919"
"Sep 15, 2020",226.40,241.23,225.69,235.63,"3,148,522,136","4,363,536,397"
"Sep 14, 2020",221.83,230.89,220.12,226.26,"2,125,300,854","4,189,890,350"
"Sep 13, 2020",230.29,234.19,219.78,221.83,"2,008,902,148","4,107,511,806"
"Sep 12, 2020",225.56,230.29,223.10,230.29,"1,588,108,882","4,264,106,265"
"Sep 11, 2020",227.71,228.33,221.32,225.54,"1,769,308,088","4,175,833,599"
"Sep 10, 2020",224.69,230.26,224.62,227.71,"2,007,978,798","4,215,911,572"
"Sep 09, 2020",222.56,228.60,219.34,224.68,"1,619,487,057","4,159,480,934"
"Sep 08, 2020",228.67,230.38,217.58,222.54,"2,444,380,275","4,119,692,455"
"Sep 07, 2020",228.35,230.07,216.88,228.61,"2,767,464,423","4,231,891,588"
"Sep 06, 2020",225.30,232.96,220.78,228.45,"2,533,324,540","4,228,811,552"
"Sep 05, 2020",231.64,234.97,216.58,225.30,"3,128,814,772","4,170,251,808"
"Sep 04, 2020",215.62,239.19,215.02,231.87,"2,130,928,347","4,291,714,837"
"Sep 03, 2020",264.09,265.94,214.00,216.06,"1,891,347,861","3,998,851,865"
"Sep 02, 2020",292.43,294.54,258.74,264.12,"2,049,397,876","4,888,043,310"
"Sep 01, 2020",274.48,295.45,270.78,292.72,"1,755,312,158","5,417,103,333"
