Date,Open*,High,Low,Close**,Volume,Market Cap
"Jan 31, 2018","1,470.74","1,522.87","1,406.25","1,486.89","729,209,024","25,191,540,894"
"Jan 30, 2018","1,657.69","1,662.07","1,468.17","1,470.55","649,822,976","24,912,532,404"
"Jan 29, 2018","1,745.36","1,763.24","1,638.33","1,657.14","362,212,992","28,070,315,174"
"Jan 28, 2018","1,636.41","1,762.34","1,636.41","1,746.25","580,544,000","29,576,563,672"
"Jan 27, 2018","1,602.50","1,665.81","1,567.78","1,628.63","441,742,016","27,581,500,502"
"Jan 26, 2018","1,637.19","1,678.63","1,500.37","1,603.90","594,667,008","27,159,760,943"
"Jan 25, 2018","1,661.04","1,707.70","1,611.04","1,642.12","522,193,984","27,804,026,890"
"Jan 24, 2018","1,622.15","1,703.34","1,575.42","1,639.13","488,160,992","27,750,266,009"
"Jan 23, 2018","1,623.14","1,700.34","1,504.72","1,621.46","578,984,000","27,448,541,050"
"Jan 22, 2018","1,794.46","1,815.42","1,525.50","1,621.92","681,350,016","27,453,023,400"
"Jan 21, 2018","2,033.70","2,033.70","1,733.99","1,776.64","745,179,008","30,068,588,224"
"Jan 20, 2018","1,784.26","2,124.45","1,780.45","2,032.12","1,116,240,000","34,388,779,314"
"Jan 19, 2018","1,740.17","1,870.78","1,723.87","1,769.62","743,246,976","29,943,762,140"
"Jan 18, 2018","1,752.27","1,893.47","1,696.25","1,756.75","1,024,060,032","29,722,694,803"
"Jan 17, 2018","1,767.58","1,875.08","1,361.02","1,748.05","1,457,730,048","29,572,177,012"
"Jan 16, 2018","2,406.86","2,406.86","1,555.97","1,772.07","1,704,029,952","29,975,361,482"
"Jan 15, 2018","2,541.58","2,576.13","2,328.31","2,401.54","1,412,359,936","40,618,867,060"
"Jan 14, 2018","2,687.10","2,746.61","2,490.04","2,553.32","993,310,016","43,182,003,172"
"Jan 13, 2018","2,617.66","2,850.27","2,589.03","2,685.29","1,218,569,984","45,408,790,958"
"Jan 12, 2018","2,475.90","2,648.23","2,413.33","2,620.99","1,110,220,032","44,316,550,742"
"Jan 11, 2018","2,891.55","2,976.49","2,396.84","2,462.61","1,947,949,952","41,634,454,574"
"Jan 10, 2018","2,390.02","2,961.20","2,332.48","2,895.38","2,578,810,112","48,945,566,478"
"Jan 09, 2018","2,412.36","2,502.87","2,346.68","2,391.56","1,084,749,952","40,423,910,896"
"Jan 08, 2018","2,786.60","2,810.32","2,275.07","2,421.47","1,428,899,968","40,924,901,250"
"Jan 07, 2018","2,784.68","3,071.16","2,730.31","2,786.88","1,444,780,032","47,096,251,512"
"Jan 06, 2018","2,583.71","2,829.69","2,481.36","2,786.65","1,669,159,936","47,087,244,209"
"Jan 05, 2018","2,400.74","2,648.32","2,370.59","2,584.48","2,115,709,952","43,666,146,452"
"Jan 04, 2018","2,608.87","2,610.20","2,359.30","2,430.18","5,377,260,032","41,055,035,639"
"Jan 03, 2018","2,700.55","2,958.47","2,592.56","2,608.69","4,688,840,192","44,066,024,089"
"Jan 02, 2018","2,434.50","2,867.14","2,434.50","2,711.00","1,831,229,952","45,789,806,625"
"Jan 01, 2018","2,534.82","2,534.86","2,389.52","2,432.54","922,812,992","41,081,678,129"
