Date,Open*,High,Low,Close**,Volume,Market Cap
"Dec 31, 2014",0.024194,0.024438,0.024152,0.024438,"640,940","757,042,202"
"Dec 30, 2014",0.024229,0.024278,0.024040,0.024200,"795,505","749,681,811"
"Dec 29, 2014",0.023778,0.024294,0.023774,0.024231,"1,145,800","750,639,034"
"Dec 28, 2014",0.024078,0.024180,0.023611,0.023764,"1,005,650","736,156,783"
"Dec 27, 2014",0.025299,0.025335,0.024067,0.024074,"837,992","745,759,987"
"Dec 26, 2014",0.024146,0.025394,0.024146,0.025308,"2,011,780","783,993,127"
"Dec 25, 2014",0.023388,0.024138,0.023387,0.024138,"1,234,800","747,758,073"
"Dec 24, 2014",0.023838,0.023852,0.023160,0.023382,"1,428,390","724,341,746"
"Dec 23, 2014",0.025556,0.025611,0.023878,0.023878,"2,778,770","739,685,186"
"Dec 22, 2014",0.024870,0.025718,0.024868,0.025562,"2,150,370","791,861,558"
"Dec 21, 2014",0.024225,0.025171,0.024183,0.024921,"1,523,180","771,989,123"
"Dec 20, 2014",0.023352,0.024207,0.022644,0.024207,"3,224,770","747,548,181"
"Dec 19, 2014",0.027975,0.028034,0.023338,0.023338,"6,254,590","720,712,279"
"Dec 18, 2014",0.026026,0.028014,0.025511,0.027940,"4,016,710","862,822,123"
"Dec 17, 2014",0.021553,0.026065,0.021512,0.026065,"5,981,140","804,913,396"
"Dec 16, 2014",0.018246,0.021681,0.018207,0.021539,"6,249,780","665,141,270"
"Dec 15, 2014",0.017115,0.018242,0.017096,0.018242,"2,633,740","563,322,337"
"Dec 14, 2014",0.016991,0.017218,0.016977,0.017127,"431,814","528,898,884"
"Dec 13, 2014",0.016374,0.017182,0.016374,0.016992,"1,210,950","524,745,341"
"Dec 12, 2014",0.016374,0.016374,0.016374,0.016374,"1,620,910","505,654,484"
"Dec 11, 2014",0.015885,0.016374,0.015805,0.016374,"1,620,910","505,654,484"
"Dec 10, 2014",0.015071,0.015933,0.015015,0.015907,"1,116,220","491,245,241"
"Dec 09, 2014",0.013418,0.015071,0.013268,0.015068,"1,621,600","465,326,516"
"Dec 08, 2014",0.014793,0.015188,0.013190,0.013421,"2,568,380","414,446,386"
"Dec 07, 2014",0.014406,0.014794,0.014388,0.014794,"935,386","456,865,023"
"Dec 06, 2014",0.013771,0.014412,0.013726,0.014406,"1,402,450","444,879,967"
"Dec 05, 2014",0.013336,0.013798,0.013311,0.013785,"1,281,290","425,696,466"
"Dec 04, 2014",0.013137,0.013348,0.013137,0.013343,"2,363,160","412,053,081"
"Dec 03, 2014",0.013164,0.013185,0.012918,0.013130,"1,063,000","405,478,439"
"Dec 02, 2014",0.012586,0.013307,0.012568,0.013158,"2,206,040","406,333,853"
"Dec 01, 2014",0.011204,0.012572,0.008105,0.012559,"3,453,750","387,823,565"
