Date,Open*,High,Low,Close**,Volume,Market Cap
"Jun 30, 2017","2,539.24","2,559.25","2,478.43","2,480.84","860,273,024","40,735,082,695"
"Jun 29, 2017","2,567.56","2,588.83","2,510.48","2,539.32","949,979,008","41,690,395,783"
"Jun 28, 2017","2,553.03","2,603.98","2,484.42","2,574.79","1,183,869,952","42,268,942,193"
"Jun 27, 2017","2,478.45","2,552.45","2,332.99","2,552.45","1,489,789,952","41,897,190,525"
"Jun 26, 2017","2,590.57","2,615.25","2,376.29","2,478.45","1,663,280,000","40,677,994,354"
"Jun 25, 2017","2,607.25","2,682.26","2,552.12","2,589.41","1,161,100,032","42,495,001,716"
"Jun 24, 2017","2,738.52","2,757.94","2,583.19","2,608.72","982,750,016","42,807,952,581"
"Jun 23, 2017","2,707.34","2,765.17","2,706.37","2,744.91","961,318,976","45,037,797,053"
"Jun 22, 2017","2,691.03","2,723.74","2,642.36","2,705.41","1,097,939,968","44,384,244,937"
"Jun 21, 2017","2,709.43","2,772.01","2,660.40","2,689.10","1,626,579,968","44,111,929,173"
"Jun 20, 2017","2,591.26","2,763.45","2,589.82","2,721.79","1,854,189,952","44,643,512,689"
"Jun 19, 2017","2,549.03","2,662.85","2,549.03","2,589.60","1,446,840,064","42,470,734,800"
"Jun 18, 2017","2,655.35","2,662.10","2,516.33","2,548.29","1,178,659,968","41,788,418,974"
"Jun 17, 2017","2,514.01","2,685.19","2,484.96","2,655.88","1,534,509,952","43,548,031,452"
"Jun 16, 2017","2,469.57","2,539.92","2,385.15","2,518.56","1,195,190,016","41,291,821,423"
"Jun 15, 2017","2,499.58","2,534.71","2,212.96","2,464.58","2,026,259,968","40,402,259,202"
"Jun 14, 2017","2,716.88","2,786.83","2,412.94","2,506.37","1,696,560,000","41,082,567,339"
"Jun 13, 2017","2,680.91","2,789.04","2,650.38","2,717.02","1,781,200,000","44,530,631,894"
"Jun 12, 2017","2,953.22","2,997.26","2,518.56","2,659.63","2,569,530,112","43,585,351,533"
"Jun 11, 2017","2,942.41","2,996.60","2,840.53","2,958.11","1,752,400,000","48,471,330,146"
"Jun 10, 2017","2,828.14","2,950.99","2,746.55","2,947.71","2,018,889,984","48,295,501,718"
"Jun 09, 2017","2,807.44","2,901.71","2,795.62","2,823.81","1,348,950,016","46,260,465,854"
"Jun 08, 2017","2,720.49","2,815.30","2,670.95","2,805.62","1,281,170,048","45,957,247,989"
"Jun 07, 2017","2,869.38","2,869.38","2,700.56","2,732.16","1,517,709,952","44,748,237,218"
"Jun 06, 2017","2,690.84","2,999.91","2,690.84","2,863.20","2,089,609,984","46,888,622,160"
"Jun 05, 2017","2,512.40","2,686.81","2,510.22","2,686.81","1,369,309,952","43,994,968,834"
"Jun 04, 2017","2,547.79","2,585.89","2,452.54","2,511.81","1,355,120,000","41,124,262,595"
"Jun 03, 2017","2,493.72","2,581.91","2,423.57","2,515.35","1,514,950,016","41,177,190,057"
"Jun 02, 2017","2,404.03","2,488.55","2,373.32","2,488.55","1,317,030,016","40,732,491,835"
"Jun 01, 2017","2,288.33","2,448.39","2,288.33","2,407.88","1,653,180,032","39,407,633,763"
